kind,local_id,name,remoteId,deletedAt
suppliers,7300,Xianzhu,8a9a9c135de05693a6fafbfc93d28d3d,
suppliers,7298,"Xing Xing",950e5a52b0eb55f0afb4851145470461,
suppliers,7322,Yuecaohuayi,84c4fd54584d5e859fc448029144f8ce,
suppliers,7325,"Zebra king",d822fa4197b65d23a073738bf2c92061,
suppliers,7272,"Zheng chang",565ef5f7e2bd558884872b706f9eba7c,
suppliers,7326,"prova fornitore",4352b90618f147889071c9047e68bdb6,
suppliers,7270,"xiang zu",8f09687365bd5653be3365ca7d778c32,
suppliers,7316,"华夏",8b6bc2751f9a53d2aa30f0214fcf0dac,
suppliers,7319,"吴晗香水",6e994185918457dcaf337248a7fe0cc0,
suppliers,7293,"太阳手工",d5b39bced322529f996b673bcf387b4a,
suppliers,7273,"新欧文具",fafa21f9c0535436834942aef3da5a1e,
suppliers,7292,"未来化妆",868953db749f52abbc357d7d4ee4da08,
suppliers,7327,"百茂",f8aec176aeed4d2fafa9b8ece62a0e48,
